TUTORIAL_TEXT_67,"Your opponent has chosen to banish Master Dhartha.  Since his deck is mostly based on Power cards, he chose to banish Master Dhartha to prevent you from acquiring it."
TUTORIAL_TEXT_68,"Banishing Master Dhartha not only eliminated a card that you could have used, but also it was replaced by a card that your opponent wants for his deck."
TUTORIAL_TEXT_69,Your opponent can now spend 3 Runes to acquire<br>the Shadow Star.
TUTORIAL_TEXT_70,Your opponent is out of resources and ends his turn.
TUTORIAL_TEXT_71,"Playing your Wolf Shaman gives you a Rune and allows you to draw an additional card from your deck.  Because Wolf Shaman is a Lifebound Hero, your Snapdragon gains you 1 Honor when Wolf Shaman is played."
TUTORIAL_TEXT_72,"With the additional resources you've gained this turn,<br>you have 6 Runes and 1 Power."
TUTORIAL_TEXT_73,"You have enough Runes to acquire Emri, One with the Void!"
TUTORIAL_TEXT_74,"There is nothing you can defeat for 1 Power,<br>so your turn is now over."
TUTORIAL_TEXT_75,"Your opponent has drawn a Heavy Infantry, a Militia, and<br>3 Apprentices, which gives him 3 Runes and 3 Power."
TUTORIAL_TEXT_76,He begins by spending 3 Power to defeat Samael's Trickster.
TUTORIAL_TEXT_77,"Defeating Samael's Trickster rewards your opponent with<br>1 Honor and 1 Rune, giving him a total of 4 Runes."
TUTORIAL_TEXT_78,He uses those 4 Runes to acquire the Druids of the Stone Circle that was just revealed in the Center Row.
TUTORIAL_TEXT_79,Now your opponent is out of resources and ends his turn.
TUTORIAL_TEXT_80,The first thing you should do this turn is play your Arha Initiate which allows you to draw an additional card from your deck.
TUTORIAL_TEXT_81,You generally want to play cards that add additional cards or resources early in your turn so you have more options.
TUTORIAL_TEXT_82,The Arha Initiate has drawn Emri into your hand.<br>This is fortuitous as you now have 5 Power.
TUTORIAL_TEXT_83,"You have enough Power to defeat the Wind Tyrant.<br><br>Play Emri, One with the Void from your hand."
TUTORIAL_TEXT_84,Now defeat the Wind Tyrant to earn a reward of<br>3 Honor and 3 Runes.
TUTORIAL_TEXT_85,You need 7 Runes to acquire the Muramasa.
TUTORIAL_TEXT_86,You now have enough Runes to acquire Muramasa!
TUTORIAL_TEXT_87,"You should now have enough knowledge to play through a game of Ascension!<br><br>Remember, the player with the most Honor at the end of the game is the winner."
TUTORIAL_TEXT_88,"If you still need help, a detailed version of the rules, including a visual guide to the interface, is available by pressing the Menu button in bottom right corner."
TUTORIAL_TEXT_89,"You may finish this game against the computer opponent, or you may use the Menu button to start a new game at any time."
TUTORIAL_PROMPT_CONTINUE,${CLICK_C} to Continue
TUTORIAL_PROMPT_ENDTURN,${CLICK_C} the End Turn button
TUTORIAL_PROMPT_PLAYAPPRENTICE,Drag an Apprentice into the Action Area
TUTORIAL_PROMPT_ACQUIREMYSTIC,Drag a Mystic to your Discard Pile
TUTORIAL_PROMPT_PLAYMILITIA,Drag a Militia into the Action Area
TUTORIAL_PROMPT_DEFEATCULTIST,Drag the Cultist to the Void
TUTORIAL_PROMPT_ACQUIRESNAPDRAGON,Drag the Snapdragon to your Discard Pile
TUTORIAL_PROMPT_ACQUIREWOLFSHAMAN,Drag the Wolf Shaman to your Discard Pile
TUTORIAL_PROMPT_PLAYSNAPDRAGON,Drag Snapdragon to the Action Area
TUTORIAL_PROMPT_ACQUIREARHAINITIATE,Drag Arha Initiate to your Discard Pile
TUTORIAL_PROMPT_PLAYWOLFSHAMAN,Drag Wolf Shaman into the Action Area
TUTORIAL_PROMPT_ACQUIREEMRI,Drag Emri to your Discard Pile
TUTORIAL_PROMPT_PLAYARHAINITIATE,Drag Arha Initiate into the Action Area
TUTORIAL_PROMPT_PLAYEMRI,"Drag Emri, One with the Void into the Action Area"
TUTORIAL_PROMPT_DEFEATWINDTRYANT,Drag Wind Tyrant into the Void
TUTORIAL_PROMPT_ACQUIREMURAMASA,Drag Muramasa to your Discard Pile
