id,area,match,key,context,en,zh,status,notes
run_eca2364b57c6,runtime_gaps,exact,,untranslated.tsv,"Purchase both <b>Delirium</b> and <b>Deliverance</b> expansions together for a greater value!

","打包购买 <b>谵妄</b> 与 <b>救赎</b> 扩展更优惠！

",draft,workbench_fill2
run_78ffbdc1f971,runtime_gaps,exact,,untranslated.tsv,For any questions or issues please contact us at support@playdekgames.com.,如有问题请联系 support@playdekgames.com。,draft,pass3_reopen
run_20e7697a9c57,runtime_gaps,exact,,untranslated.tsv,Are you sure you want to spend 5 Insight to roll the Delirium Die?,确定要花费 5 点洞察来掷谵妄骰吗？,draft,运行时漏译；确认是游戏 UI 后再填
run_a94611c537a3,runtime_gaps,exact,,untranslated.tsv,"No saved games found.
Select ""Create Game""
to start a new game.
","未找到已存档对局。
选择「创建对局」
开始新游戏。
",draft,运行时漏译；确认是游戏 UI 后再填
run_06de3d4381dc,runtime_gaps,exact,,untranslated.tsv,<sprite=146> <sprite=146> <sprite=146> <sprite=146> <sprite=153>,,skip,仅精灵图标
run_8ee11ecfcdc1,runtime_gaps,exact,,untranslated.tsv,<sprite=146> <sprite=146> <sprite=146> <sprite=146> <sprite=152>,,skip,仅精灵图标
run_0eb69b4e5e1f,runtime_gaps,exact,,untranslated.tsv,<sprite=146> <sprite=146> <sprite=146> <sprite=146> <sprite=145>,,skip,仅精灵图标
run_2039cef181c6,runtime_gaps,exact,,untranslated.tsv,<sprite=146> <sprite=146> <sprite=146> <sprite=146> <sprite=144>,,skip,仅精灵图标
run_17a90184b5c5,runtime_gaps,exact,,untranslated.tsv,<sprite=146> <sprite=146> <sprite=146> <sprite=146><sprite=155>,,skip,仅精灵图标
run_28a62c7e96ce,runtime_gaps,exact,,untranslated.tsv,"All opponents have forfeited!
Claim victory & end the game?","所有对手均已弃权！
要宣布胜利并结束对局吗？",draft,workbench_fill2
run_6c9af72ed8c4,runtime_gaps,exact,,untranslated.tsv,Are you sure you want to acquire that to the discard pile?,确定要把该牌获取到弃牌堆吗？,draft,运行时漏译；确认是游戏 UI 后再填
run_c82e9e0df98f,runtime_gaps,exact,,untranslated.tsv,Press the avatar to invite Friends from your Friends List,点按头像，从好友列表邀请好友,draft,运行时漏译；确认是游戏 UI 后再填
run_a3bd5175228e,runtime_gaps,exact,,untranslated.tsv,"""Player Name""
has not logged into the Ascension servers.","「玩家名」
尚未登录创升纪元服务器。",draft,pass3_reopen
run_30aaacdcf7d8,runtime_gaps,exact,,untranslated.tsv,"Would you like to delete
this friend from your list?","要从列表中删除
这位好友吗？",draft,运行时漏译；确认是游戏 UI 后再填
run_157fd17b2ba6,runtime_gaps,exact,,untranslated.tsv,"You can invite a friend
by pressing their name. ","点按好友名称
即可邀请。",draft,workbench_fill2
run_c58d9948dde9,runtime_gaps,exact,,untranslated.tsv,"












Thank you for playing.









",感谢游玩。,draft,运行时漏译；确认是游戏 UI 后再填
run_e5441ab6ec7f,runtime_gaps,exact,,untranslated.tsv,Are you sure you wish to end your turn?,确定要结束回合吗？,draft,运行时漏译；确认是游戏 UI 后再填
run_3d29f6cf76ae,runtime_gaps,exact,,untranslated.tsv,<size=141%>V</size><space=-.15em>oid,<size=141%>虚</size><space=-.15em>空,draft,运行时漏译；确认是游戏 UI 后再填
run_827fbf7a2848,runtime_gaps,exact,,untranslated.tsv,PlayerName PlayerName Playername,,skip,玩家名占位
run_c5deb2b24796,runtime_gaps,exact,,untranslated.tsv,"Loading rulebook,
please wait...","正在加载规则书，
请稍候…",draft,运行时漏译；确认是游戏 UI 后再填
run_932a55e378f8,runtime_gaps,exact,,untranslated.tsv,Have Valid Asmodee.net Account,拥有有效的 Asmodee.net 账号,draft,pass3_reopen
run_cc8458b58957,runtime_gaps,exact,,untranslated.tsv,Change resolution to 2560x1440,将分辨率改为 2560x1440,draft,pass3_reopen
run_5feb3e581e9e,runtime_gaps,exact,,untranslated.tsv,Change resolution to 2560x2048,将分辨率改为 2560x2048,draft,pass3_reopen
run_be0b1913778e,runtime_gaps,exact,,untranslated.tsv,Change resolution to 2560x1920,将分辨率改为 2560x1920,draft,pass3_reopen
run_f8a315e52bbb,runtime_gaps,exact,,untranslated.tsv,<size=141%>E</size>nlightened,<size=141%>圣</size>贤,draft,运行时漏译；确认是游戏 UI 后再填
run_4e2ae9cf39ed,runtime_gaps,exact,,untranslated.tsv,"Confirmation Popup Text Here
",,skip,占位弹窗
run_4eea24f05767,runtime_gaps,exact,,untranslated.tsv,Chronicles of the Godslayer,弑神编年史,draft,运行时漏译；确认是游戏 UI 后再填
run_a52c45e31648,runtime_gaps,exact,,untranslated.tsv,<size=141%>L</size>ifebound,<size=141%>命</size>约,draft,运行时漏译；确认是游戏 UI 后再填
run_8716cba22752,runtime_gaps,exact,,untranslated.tsv,Have Valid Playdek Account,拥有有效的 Playdek 账号,draft,pass3_reopen
run_753665937243,runtime_gaps,exact,,untranslated.tsv,<size=141%>M</size>echana,<size=141%>机</size>械,draft,运行时漏译；确认是游戏 UI 后再填
run_f3fd0146b7b1,runtime_gaps,exact,,untranslated.tsv,<size=141%>M</size>onster,<size=141%>怪</size>物,draft,运行时漏译；确认是游戏 UI 后再填
run_3d799879dca5,runtime_gaps,exact,,untranslated.tsv,Purchase all for 99.99.99,全部购买 99.99.99,draft,运行时漏译；确认是游戏 UI 后再填
run_d1090bfcb580,runtime_gaps,exact,,untranslated.tsv,"
Reward:   <color=white>1",奖励：   <color=white>1,draft,运行时漏译；确认是游戏 UI 后再填
run_1c4fc57d6dc2,runtime_gaps,exact,,untranslated.tsv,<size=141%>C</size>ommon,<size=141%>普</size>通,draft,运行时漏译；确认是游戏 UI 后再填
run_9b9d91533781,runtime_gaps,exact,,untranslated.tsv,Select Expansions/Promos,选择扩展/特典,draft,运行时漏译；确认是游戏 UI 后再填
run_f228e14f7ac5,runtime_gaps,exact,,untranslated.tsv,Have Asmodee.net Account,拥有 Asmodee.net 账号,draft,pass3_reopen
run_ddce839282d4,runtime_gaps,exact,,untranslated.tsv,Playdek Account Required,需要 Playdek 账号,draft,pass3_reopen
run_782ee1ce06b8,runtime_gaps,exact,,untranslated.tsv,Network Connection Lost,网络连接已断开,draft,运行时漏译；确认是游戏 UI 后再填
run_f7e1ccae7f7d,runtime_gaps,exact,,untranslated.tsv,PlayerName Player Name,,skip,玩家名占位
run_f284b8a0a13c,runtime_gaps,exact,,untranslated.tsv,Hold To Show Transform,按住显示转化,draft,运行时漏译；确认是游戏 UI 后再填
run_2720418be6e2,runtime_gaps,exact,,untranslated.tsv,Purchaseable on Steam,可在 Steam 购买,draft,运行时漏译；确认是游戏 UI 后再填
run_88f44b8ab7d6,runtime_gaps,exact,,untranslated.tsv,StoneBlade Newsletter,Stone Blade 通讯,draft,运行时漏译；确认是游戏 UI 后再填
run_edfa36fd5d3f,runtime_gaps,exact,,untranslated.tsv,Vault of the Ancients,上古宝库,draft,运行时漏译；确认是游戏 UI 后再填
run_5382ac64f814,runtime_gaps,exact,,untranslated.tsv,Purchaseable in Steam,可在 Steam 购买,draft,运行时漏译；确认是游戏 UI 后再填
run_ea2fc5a01e64,runtime_gaps,exact,,untranslated.tsv,Notification Options,通知选项,draft,workbench_fill2
run_de05153dde58,runtime_gaps,exact,,untranslated.tsv,"Enter username here
","在此输入用户名
",draft,workbench_fill2
run_fd979d150c7e,runtime_gaps,exact,,untranslated.tsv,Have Playdek Account,拥有 Playdek 账号,draft,pass3_reopen
run_33cfb9bd3bf6,runtime_gaps,exact,,untranslated.tsv,Current Highest Bid:,当前最高出价：,draft,workbench_fill2
run_5e03338ffc6b,runtime_gaps,exact,,untranslated.tsv,Required Expansions,所需扩展,draft,workbench_fill2
run_f04d44350e98,runtime_gaps,exact,,untranslated.tsv,2.1.0.276 VotA Beta,2.1.0.276 VotA Beta,draft,workbench_fill2
run_ba6992dd9304,runtime_gaps,exact,,untranslated.tsv,Purchase Separately,分开购买,draft,workbench_fill2
run_79f0eef1d864,runtime_gaps,exact,,untranslated.tsv,Defeat as Construct,作为神器击败,draft,workbench_fill2
run_4291f1079096,runtime_gaps,exact,,untranslated.tsv,No Games Available,暂无可用对局,draft,workbench_fill2
run_65e0067028fd,runtime_gaps,exact,,untranslated.tsv,"No Cards
Available","暂无
可用卡牌",draft,workbench_fill2
run_1432a705937e,runtime_gaps,exact,,untranslated.tsv,Gameplay Analytics,游戏分析,draft,workbench_fill2
run_2623538081d7,runtime_gaps,exact,,untranslated.tsv,"Enter email here
","在此输入邮箱
",draft,workbench_fill2
run_953eccf65508,runtime_gaps,exact,,untranslated.tsv,Waiting on Player,等待玩家中,draft,workbench_fill2
run_ec07d49b50d7,runtime_gaps,exact,,untranslated.tsv,No Account at All,完全没有账号,draft,workbench_fill2
run_749a41a74c2c,runtime_gaps,exact,,untranslated.tsv,Collection Bundle,收藏组合包,draft,workbench_fill2;pass14
run_7695364a2bc3,runtime_gaps,exact,,untranslated.tsv,PlayerName Naming,,skip,玩家名占位
run_3cbc59ed011c,runtime_gaps,exact,,untranslated.tsv,Needed to defeat:,击败所需：,draft,workbench_fill2
run_98800a6745a5,runtime_gaps,exact,,untranslated.tsv,PlayerName Player,,skip,玩家名占位
run_3e258b6ecd5c,runtime_gaps,exact,,untranslated.tsv,Press to continue,点按继续,draft,workbench_fill2
run_adb9fd878a4c,runtime_gaps,exact,,untranslated.tsv,Expansion Bundle,扩展组合包,draft,workbench_fill2;pass14
run_bdb8f9a40a44,runtime_gaps,exact,,untranslated.tsv,Content Unlocked,内容已解锁,draft,workbench_fill2
run_bb7c90722eb7,runtime_gaps,exact,,untranslated.tsv,Profile/Friends,档案/好友,draft,workbench_fill2
run_86d51566ac90,runtime_gaps,exact,,untranslated.tsv,Completed Games,已完成对局,draft,workbench_fill2
run_d43b9ef5b8c6,runtime_gaps,exact,,untranslated.tsv,Share Analytics,分享分析数据,draft,workbench_fill2
run_2973c83b8d78,runtime_gaps,exact,,untranslated.tsv,Purchase: $x.99,购买：$x.99,draft,workbench_fill2
run_46dc1cce9dd2,runtime_gaps,exact,,untranslated.tsv,PlayerName Name,,skip,玩家名占位
run_cfb5b6c41ced,runtime_gaps,exact,,untranslated.tsv,Confirm Invite,确认邀请,draft,workbench_fill2
run_bd8e561a56be,runtime_gaps,exact,,untranslated.tsv,Invite Friends,邀请好友,draft,workbench_fill2
run_ef00ab552a43,runtime_gaps,exact,,untranslated.tsv,No active game,无进行中的对局,draft,workbench_fill2
run_69ec859bdda7,runtime_gaps,exact,,untranslated.tsv,Delete Account,删除账号,draft,workbench_fill2
run_e544d33092d3,runtime_gaps,exact,,untranslated.tsv,Opponent Bids:,对手出价：,draft,workbench_fill2
run_67d683ebe666,runtime_gaps,exact,,untranslated.tsv,Promo Pack #6,特典包 #6,draft,workbench_fill2
run_8df19900fcd1,runtime_gaps,exact,,untranslated.tsv,(Unavailable),（不可用）,draft,workbench_fill2
run_175467d1b8ee,runtime_gaps,exact,,untranslated.tsv,Current Games,当前对局,draft,workbench_fill2
run_5cb90bcc5c42,runtime_gaps,exact,,untranslated.tsv,Promo Pack #2,特典包 #2,draft,workbench_fill2
run_79c6958bded1,runtime_gaps,exact,,untranslated.tsv,Promo Pack #1,特典包 #1,draft,workbench_fill2
run_7a0daf8cbc7f,runtime_gaps,exact,,untranslated.tsv,Promo Pack #4,特典包 #4,draft,workbench_fill2
run_6389ebb75944,runtime_gaps,exact,,untranslated.tsv,Promo Pack #3,特典包 #3,draft,workbench_fill2
run_cc76d35074e9,runtime_gaps,exact,,untranslated.tsv,Promo Pack #5,特典包 #5,draft,workbench_fill2
run_e57bf388aff2,runtime_gaps,exact,,untranslated.tsv,Roll Results:,掷骰结果：,draft,workbench_fill2
run_c69387884ade,runtime_gaps,exact,,untranslated.tsv,Claim Victory,宣布胜利,draft,workbench_fill2
run_abd58a9c0cb2,runtime_gaps,exact,,untranslated.tsv,All Purchased,已全部购买,draft,workbench_fill2
run_81efab274fd5,runtime_gaps,exact,,untranslated.tsv,Forgot Login,忘记登录信息,draft,workbench_fill2
run_9a65c97d4204,runtime_gaps,exact,,untranslated.tsv,Add a Friend,添加好友,draft,workbench_fill2
run_c2517d1d67e2,runtime_gaps,exact,,untranslated.tsv,Promo Pack 6,特典包 6,draft,workbench_fill2
run_bc5aaaa721d2,runtime_gaps,exact,,untranslated.tsv,Promo Pack 3,特典包 3,draft,workbench_fill2
run_81ddbed28b76,runtime_gaps,exact,,untranslated.tsv,Terms of Use,使用条款,draft,workbench_fill2
run_7b3a16457ff4,runtime_gaps,exact,,untranslated.tsv,Promo Pack 1,特典包 1,draft,workbench_fill2
run_24f3d30c0fd9,runtime_gaps,exact,,untranslated.tsv,In Progress:,进行中：,draft,workbench_fill2
run_ccf1c572ab18,runtime_gaps,exact,,untranslated.tsv,Promo Pack 4,特典包 4,draft,workbench_fill2
run_54ee43d953a2,runtime_gaps,exact,,untranslated.tsv,Promo Pack 2,特典包 2,draft,workbench_fill2
run_33bbba31cdf0,runtime_gaps,exact,,untranslated.tsv,Active Games,进行中的对局,draft,workbench_fill2
run_c07df4ecf32e,runtime_gaps,exact,,untranslated.tsv,Promo Pack 5,特典包 5,draft,workbench_fill2
run_c40bcd3f732c,runtime_gaps,exact,,untranslated.tsv,Magnify Card,放大卡牌,draft,workbench_fill2
run_957641f7681b,runtime_gaps,exact,,untranslated.tsv,Keep Playing,继续游戏,draft,workbench_fill2
run_96c6c2db2a06,runtime_gaps,exact,,untranslated.tsv,ownloadable,,skip,首字放大残片/截断
run_ff758753010a,runtime_gaps,exact,,untranslated.tsv,Promo Cards,特典卡,draft,workbench_fill2
run_deae596b48de,runtime_gaps,exact,,untranslated.tsv,chievements,,skip,首字放大残片/截断
run_29376f0f1670,runtime_gaps,exact,,untranslated.tsv,30 Minutes,30 分钟,draft,workbench_fill2
run_7b5b1c763a74,runtime_gaps,exact,,untranslated.tsv,Verify PW:,确认密码：,draft,workbench_fill2
run_96f3ce72d041,runtime_gaps,exact,,untranslated.tsv,Completed:,已完成：,draft,workbench_fill2
run_bef5252ac012,runtime_gaps,exact,,untranslated.tsv,alf Height,,skip,首字放大残片/截断
run_8884ebf38ca0,runtime_gaps,exact,,untranslated.tsv,esolutions,,skip,首字放大残片/截断
run_5408c79c77d6,runtime_gaps,exact,,untranslated.tsv,Expansions,扩展,draft,workbench_fill2
run_22f8fdfe6fd2,runtime_gaps,exact,,untranslated.tsv,"Next
Game
","下一
局
",draft,workbench_fill2
run_ca82b4fe724c,runtime_gaps,exact,,untranslated.tsv,Transform,转化,draft,运行时漏译；确认是游戏 UI 后再填
run_2d85a8d96731,runtime_gaps,exact,,untranslated.tsv,Username:,用户名：,draft,workbench_fill2
run_f3b7edad356d,runtime_gaps,exact,,untranslated.tsv,Password:,密码：,draft,workbench_fill2
run_17883bcdd747,runtime_gaps,exact,,untranslated.tsv,All Games,全部对局,draft,workbench_fill2
run_7ee2b3c06a15,runtime_gaps,exact,,untranslated.tsv,Forfeits:,弃权：,draft,workbench_fill2
run_8bcd81284914,runtime_gaps,exact,,untranslated.tsv,Play Card,打出卡牌,draft,workbench_fill2
run_7876d29b4794,runtime_gaps,exact,,untranslated.tsv,See Cards,查看卡牌,draft,workbench_fill2
run_1fe25acea159,runtime_gaps,exact,,untranslated.tsv,Bundle #2,组合包 #2,draft,workbench_fill2;pass14
run_8772d40c3b84,runtime_gaps,exact,,untranslated.tsv,Bundle #4,组合包 #4,draft,workbench_fill2;pass14
run_8130a2a4abe8,runtime_gaps,exact,,untranslated.tsv,Bundle #5,组合包 #5,draft,workbench_fill2;pass14
run_36fa396a1c1c,runtime_gaps,exact,,untranslated.tsv,Bundle #1,组合包 #1,draft,workbench_fill2;pass14
run_59306236f315,runtime_gaps,exact,,untranslated.tsv,Analytics,分析,draft,workbench_fill2
run_2207a94becfd,runtime_gaps,exact,,untranslated.tsv,Bundle #3,组合包 #3,draft,workbench_fill2;pass14
run_86e0211c0b9a,runtime_gaps,exact,,untranslated.tsv,Player 1​,玩家 1,draft,workbench_fill2
run_9e123894abac,runtime_gaps,exact,,untranslated.tsv,Player 3​,玩家 3,draft,workbench_fill2
run_c51ea422f2e1,runtime_gaps,exact,,untranslated.tsv,Player 2​,玩家 2,draft,workbench_fill2
run_88991be1d2a5,runtime_gaps,exact,,untranslated.tsv,Player 4​,玩家 4,draft,workbench_fill2
run_ec21d963f0e9,runtime_gaps,exact,,untranslated.tsv,Your Bid:,你的出价：,draft,workbench_fill2
run_e6935a155ce0,runtime_gaps,exact,,untranslated.tsv,rofile &,,skip,首字放大残片/截断
run_015085b89393,runtime_gaps,exact,,untranslated.tsv,- Open -,- 打开 -,draft,workbench_fill2
run_ba551a240ea1,runtime_gaps,exact,,untranslated.tsv,1-7 Days,1–7 天,draft,workbench_fill2
run_c54e4ed0bbf3,runtime_gaps,exact,,untranslated.tsv,14+ Days,14+ 天,draft,workbench_fill2
run_adc4216be2f1,runtime_gaps,exact,,untranslated.tsv,urchases,,skip,首字放大残片/截断
run_5286975ad80c,runtime_gaps,exact,,untranslated.tsv,88 Hours,88 小时,draft,workbench_fill2
run_738e18ca91b9,runtime_gaps,exact,,untranslated.tsv,Round: 0,回合：0,draft,workbench_fill2
run_1c27779dc15d,runtime_gaps,exact,,untranslated.tsv,Viewing:,正在查看：,draft,workbench_fill2
