id,area,match,key,context,en,zh,status,notes
ui__524cf2819b03,ui_exact,exact,,ui_runtime.csv,Continue,继续,draft,
ui__714a53e01121,ui_exact,exact,,ui_runtime.csv,Common,普通,draft,
ui__555e52cc2c58,ui_exact,exact,,ui_runtime.csv,"Loading cards, please wait...",正在加载卡牌，请稍候…,draft,
ui__ba8c834f3e55,ui_exact,exact,,ui_runtime.csv,"Loading Cards, please wait...",正在加载卡牌，请稍候…,draft,
ui__be1d38500314,ui_exact,exact,,ui_runtime.csv,Reward: Gain 1H.,奖励：获得1荣誉。,draft,
ui__ab0553dd5553,ui_exact,exact,,ui_runtime.csv,Reward: 1 Honor,奖励：1荣誉,draft,
ui__0000a01a5630,ui_exact,exact,,ui_runtime.csv,The Cultist does not go to the void when defeated. You can defeat the Cultist any number of times each turn.,邪教徒被击败后不会进入虚空区。每回合可以任意次数击败邪教徒。,draft,
ui__e8dc4b60008b,ui_exact,exact,,ui_runtime.csv,Enlightened,圣贤,draft,
ui__fc1d4b4a6bfa,ui_exact,exact,,ui_runtime.csv,Lifebound,命约,draft,
ui__5e880249c03c,ui_exact,exact,,ui_runtime.csv,Mechana,机械,draft,
ui__3a04bbaf33e4,ui_exact,exact,,ui_runtime.csv,Void,虚空,draft,
ui__6a479cabc5d4,ui_exact,exact,,ui_runtime.csv,LOG,记录,draft,
ui__e080824a7ae7,ui_exact,exact,,ui_runtime.csv,Log,记录,draft,
ui__f5db8e231716,ui_exact,exact,,ui_runtime.csv,Player,玩家,draft,
ui__3b13c0ec0d34,ui_exact,exact,,ui_runtime.csv,Version:,版本：,draft,
ui__c30c80807b1f,ui_exact,exact,,ui_runtime.csv,Settings,设置,draft,
ui__4f88877f9948,ui_exact,exact,,ui_runtime.csv,Key Bindings,按键绑定,draft,
ui__38f2ff03ec15,ui_exact,exact,,ui_runtime.csv,Honor,荣誉,draft,
ui__8251bac5594f,ui_exact,exact,,ui_runtime.csv,Runes,符文,draft,
ui__a66d6afbb56f,ui_exact,exact,,ui_runtime.csv,Power,战力,draft,
ui__42d811c8d578,ui_exact,exact,,ui_runtime.csv,Easy,简单,draft,
ui__c92fabd91fc8,ui_exact,exact,,ui_runtime.csv,Normal,普通,draft,
ui__418b7e519fec,ui_exact,exact,,ui_runtime.csv,Hard,困难,draft,
ui__0734a7758b8a,ui_exact,exact,,ui_runtime.csv,Expert,专家,draft,
ui__27e75b1823cc,ui_exact,exact,,ui_runtime.csv,Beginner,入门,draft,
ui__49ad0690eddc,ui_exact,exact,,ui_runtime.csv,Honor Pool,荣誉池,draft,
ui__5b1b9dc20e4c,ui_exact,exact,,ui_runtime.csv,Enlightened Monster,圣贤怪物,draft,
ui__385341a4d022,ui_exact,exact,,ui_runtime.csv,Lifebound Monster,命约怪物,draft,
ui__a659639654d4,ui_exact,exact,,ui_runtime.csv,Mechana Monster,机械怪物,draft,
ui__3f6bfbd324a7,ui_exact,exact,,ui_runtime.csv,Void Monster,虚空怪物,draft,
ui__5b25b992f440,ui_exact,exact,,ui_runtime.csv,Common Monster,普通怪物,draft,
ui__cd757c2ae859,ui_exact,exact,,combat_log.csv,%s gains %d runes\n,%s获得%d点符文\n,draft,
ui__ef08d40d0d4b,ui_exact,exact,,combat_log.csv,%s gains %d power\n,%s获得%d点战力\n,draft,
ui__16f4f17ac898,ui_exact,exact,,combat_log.csv,%s gains %d honor tokens\n,%s获得%d点荣誉\n,draft,
ui__dfadea62e51c,ui_exact,exact,,combat_log.csv,%s gains %d honor tokens from %s\n,%s从%s获得%d点荣誉\n,draft,
ui__c1f5210c0b15,ui_exact,exact,,combat_log.csv,%s gains %d runes from %s\n,%s从%s获得%d点符文\n,draft,
ui__9cd71f8ffc60,ui_exact,exact,,combat_log.csv,%s gains %d power from %s\n,%s从%s获得%d点战力\n,draft,
ui__ce9a9e2c06dd,ui_exact,exact,,combat_log.csv,%s loses %d honor tokens\n,%s失去%d点荣誉\n,draft,
ui__5a466ca1087f,ui_exact,exact,,combat_log.csv,%s now has %d honor tokens\n,%s现在拥有%d点荣誉\n,draft,
ui__49379d6dc981,ui_exact,exact,,combat_log.csv,%d honor tokens remain in pool\n,荣誉池剩余%d点\n,draft,
ui__5ac68e61d801,ui_exact,exact,,combat_log.csv,%s defeats %s\n,%s击败了%s\n,draft,
ui__754ff6bf05fc,ui_exact,exact,,combat_log.csv,%s discards %s from play\n,%s从战场弃掉%s\n,draft,
ui__bff4b1cbebfb,ui_exact,exact,,combat_log.csv,Choose Rune or Power,选择符文或战力,draft,
ui__b8b643b70379,ui_exact,exact,,combat_log.csv,Choose Life or Death,选择生命或死亡,draft,
ui__b959adfe1d7e,ui_exact,exact,,combat_log.csv,You May Convert Runes To Honor,你可以将符文转化为荣誉,draft,
ui__kb_scroll_l,ui_exact,exact,,ui_runtime.csv,Scroll Magnified Card Left,放大卡牌向左移,draft,
ui__kb_scroll_r,ui_exact,exact,,ui_runtime.csv,Scroll Magnified Card Right,放大卡牌向右移,draft,
ui__kb_pause,ui_exact,exact,,ui_runtime.csv,Show/Hide Pause Menu,显示/隐藏暂停菜单,draft,
ui__kb_unmag,ui_exact,exact,,ui_runtime.csv,Unmagnify Card & Close Card Trays,取消放大并关闭卡牌托盘,draft,
ui__kb_playall,ui_exact,exact,,ui_runtime.csv,Play All Cards From Hand,打出全部手牌,draft,
ui__kb_endturn,ui_exact,exact,,ui_runtime.csv,End Your Turn,结束回合,draft,
ui__kb_construct,ui_exact,exact,,ui_runtime.csv,Open/Close Construct Tray,打开/关闭神器托盘,draft,
ui__kb_discard,ui_exact,exact,,ui_runtime.csv,Open/Close Discard Pile,打开/关闭弃牌堆,draft,
ui__kb_deck,ui_exact,exact,,ui_runtime.csv,Open/Close Deck List,打开/关闭牌库,draft,
ui__kb_void,ui_exact,exact,,ui_runtime.csv,Open/Close Void List,打开/关闭虚空区,draft,
ui__kb_dream,ui_exact,exact,,ui_runtime.csv,Open/Close Dreamborn List,打开/关闭梦生列表,draft,
ui__kb_renown,ui_exact,exact,,ui_runtime.csv,Open/Close Renown Track,打开/关闭声望轨道,draft,
